coaster_name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
Doo Wopper,885 ft,,Morey's Piers,Operating,1998,Steel Wild Mouse,Zamperla,,35 ft ,0,,,5 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,,500 riders per hour,,,,,,,,,,35,ft,,0,
El Loco (Adventuredome),"1,300 ft",45 mph,Adventuredome,Operating,2014,Steel,S&S Sansei Technologies,,90 ft ,2,,,,,1:13,,,,90Â°,,45 mph ,72 km/h,45,mph,45,90,ft,,2,
Euro-Mir,"3,215 ft",49.7 mph,Europa-Park,Operating,1997,Steel spinning,Mack Rides,,92 ft ,,Spiral lift,,,Russia,4:33,1600 riders per hour,4,Franz Mack,,,49.7 mph ,80.0 km/h,49.7,mph,49.7,92,ft,,0,4
Excalibur (Funtown Splashtown USA),"2,700 ft",55 mph,Funtown Splashtown USA,Operating,1998,Wood,Custom Coasters International,,100 ft,,Chain lift hill,,,,1:58,,,"Dennis McNulty, Larry Bill",,82Â ft (25Â m),55 mph ,89 km/h,55,mph,55,100,ft,,0,
Expedition GeForce,"4,002.7 ft",74.6 mph,"Holiday Park, Germany",Operating,2001,Steel,Intamin,,174 ft,0,,,,,1:15,1300 riders per hour,4.5,Werner Stengel,82Â°,168Â ft (51Â m),74.6 mph ,120.1 km/h,74.6,mph,74.6,174,ft,,0,4.5
Fahrenheit (roller coaster),"2,700 ft",58 mph,Hersheypark,Operating,2008,Steel,Intamin,,121 ft,6,Vertical chain lift,"US$12,100,000",,Pioneer Frontier,1:25,850 riders per hour,,,97Â°,,58 mph ,93 km/h,58,mph,58,121,ft,,6,
Fireball,"3,819 ft ",56 mph,Happy Valley Shanghai,Operating,2009,Wood,Martin & Vleminckx,,108 ft,0,Chain Lift Hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,The Gravity Group,,104Â ft (32Â m),56 mph ,90 km/h,56,mph,56,108,ft,,0,
Flying Turns (Knoebels),"1,300 ft",24 mph,Knoebels Amusement Resort,Operating,2013,Wood Bobsled,Knoebels Amusement Resort,,50 ft ,0,,,Larson International[1] trains with 3 cars. Riders are arranged 1 across in 2 rows for a total of 6 riders per train.,,,,,John Fetterman,,,24 mph ,39 km/h,24,mph,24,50,ft,,0,
Full Throttle (roller coaster),"2,200 ft",70 mph,Six Flags Magic Mountain,Operating,2013,Steel Launched,Premier Rides,,160 ft,2,3 linear synchronous motor launches,US$6 million,2 trains with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,Six Flags Plaza,1:30,800 riders per hour,4,,,,70 mph ,110 km/h,70,mph,70,160,ft,,2,4
GhostRider (roller coaster),"4,533 ft",56 mph,Knott's Berry Farm,Operating,1998,Wood,Custom Coasters International,,118 ft,0,Chain Lift,,3 (2 in operation) trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Ghost Town,2:40,1600 riders per hour,3.1,,51Â°,108Â ft (33Â m),56 mph ,90 km/h,56,mph,56,118,ft,,0,3.1
Giant Dipper,"2,640 ft",55 mph,Santa Cruz Beach Boardwalk,Operating,1924,Wood,Arthur Looff,,70 ft,0,Chain lift hill,"$50,000 ",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:52,,,"Frank Prior, Frederick Church",,65Â ft (20Â m),55 mph ,89 km/h,55,mph,55,70,ft,,0,
Gold Striker,"3,197 ft",53.7 mph,California's Great America,Operating,2013,Wood,Great Coasters International,,108.2 ft ,0,Chain lift hill,"$10,000,000[1]",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Celebration Plaza,2:30,850 riders per hour,4.2,Jeff Pike,50Â°,103.3Â ft (31.5Â m),53.7 mph ,86.4 km/h,53.7,mph,53.7,108.2,ft,,0,4.2
Goofy's Sky School,"1,200 ft",27 mph ,Disney California Adventure,Operating,2001,Steel Wild Mouse,Mack Rides,,55 ft,0,Chain lift hill,,Several trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Paradise Gardens Park,1:45,,,Walt Disney Imagineering,,,27 mph ,43 km/h,27,mph,27,55,ft,,0,
Great American Scream Machine (Six Flags Over Georgia),"3,800 ft",57 mph,Six Flags Over Georgia,Operating,1973,Wood,Philadelphia Toboggan Coasters,,105 ft,0,Chain Lift,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:00,1200 riders per hour,3.7,"Don Rosser, John C. Allen, William Cobb",45Â°,89Â ft (27Â m),57 mph ,92 km/h,57,mph,57,105,ft,,0,3.7
Grizzly (Kings Dominion),"3,150 ft",51 mph ,Kings Dominion,Operating,1982,Wood,Taft Broadcasting Company,,87 ft ,0,Chain Lift,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Old Virginia,2:30,,,Curtis D. Summers,,,51 mph ,82 km/h,51,mph,51,87,ft,,0,
Hades 360,"4,746 ft",60 mph,Mt. Olympus Water & Theme Park,Operating,2013,Wood,The Gravity Group,,136 ft,1,,,Single train with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,2:20,,3.5,,65Â°,140Â ft (43Â m),60 mph ,97 km/h,60,mph,60,136,ft,,1,3.5
Hoosier Hurricane,"2,891 ft",51 mph ,Indiana Beach,Operating,1994,Wood,Custom Coasters International,,77 ft,0,Chain,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,Dennis McNulty Larry Bill,,98Â ft (30Â m),51 mph ,82 km/h,51,mph,51,77,ft,,0,
Hurler (roller coaster),"3,157 ft",50 mph,Carowinds,Operating,1994,Wood,"International Coasters, Inc.",,83 ft,0,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,2:00,1100 riders per hour,4.1,,,,50 mph ,80 km/h,50,mph,50,83,ft,,0,4.1
InvadR,"2,118 ft",48 mph,Busch Gardens Williamsburg,Operating,2017,Wood,Great Coasters International,,60 ft ,0,Chain lift hill,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,New France,,,,"Jeff PikeSkyline Design, LLC",,74Â ft (23Â m),48 mph ,77 km/h,48,mph,48,60,ft,,0,
Jack Rabbit (Kennywood),"2,132 ft",45 mph ,Kennywood,Operating,1920,Wood,Harry C. Baker,,40 ft,0,Chain lift hill,"$50,000 USD",3 trains with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,1:36,,,John A. Miller,45Â°,70Â ft (21Â m),45 mph ,72 km/h,45,mph,45,40,ft,,0,
Jack Rabbit (Seabreeze),"2,130 ft",42 mph,Seabreeze Amusement Park,Operating,1920,Wood,Harry C. Baker,,75 ft ,,chain,,,,,,,John A. Miller,52Â°,,42 mph ,68 km/h,42,mph,42,75,ft,,0,
Jetline,"2,624.8 ft ",55.9 mph,Grona Lund,Operating,1988,Steel,Anton Schwarzkopf,,105 ft,0,,,,,1:30,"1,300 riders per hour",4.5,Werner Stengel,80Â°,,55.9 mph ,90.0 km/h,55.9,mph,55.9,105,ft,,0,4.5
Kentucky Flyer,"1,288 ft",35 mph,Kentucky Kingdom,Operating,2019,Wood,Gravitykraft Corporation,,47 ft,0,Chain lift hill,"$5,000,000 ",2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,1:00,,,The Gravity Group,52Â°,44Â ft (13Â m),35 mph ,56 km/h,35,mph,35,47,ft,,0,
Kingdom Coaster,"2,200 ft",40 mph ,Dutch Wonderland,Operating,1992,Wood Family,Custom Coasters International,,55 ft,,,,,,1:30,,,,,,40 mph ,64 km/h,40,mph,40,55,ft,,0,
Laff Trakk,"1,400 ft",40 mph ,Hersheypark,Operating,2015,Steel Spinning,Maurer AG,,51 ft ,0,Chain,"$14,000,000[1]",,Midway America,1:10,850 riders per hour,,,,,40 mph ,64 km/h,40,mph,40,51,ft,,0,
Le Monstre,"3,996.1 ft",59.7 mph,La Ronde,Operating,1985,Wood Racing,Martin & Vleminckx,,130.9 ft,0,Chain,,4 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,,,,William Cobb & Associates,,,59.7 mph ,96.1 km/h,59.7,mph,59.7,130.9,ft,,0,
Le Triops (roller coaster),"1,013.8 ft",50 mph,Parc Bagatelle,Operating,2012,Steel,Vekoma,,131.3 ft,3,,,,,1:30,,,,,,50 mph ,80 km/h,50,mph,50,131.3,ft,,3,
Leap-The-Dips,"1,452 ft",10 mph ,Lakemont Park,Operating,1902,Wood Side friction,Federal Construction Company,,41 ft,,,,,,1:00,,,Edward Joy Morris,25Â°,9Â ft (2.7Â m),10 mph ,16 km/h,10,mph,10,41,ft,,0,
Lost Coaster of Superstition Mountain,"1,400 ft",20 mph,Indiana Beach,Operating,2002,Wood,Custom Coasters International,,35 ft ,,Elevator Lift,,3 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,,,,,,,,20 mph ,32 km/h,20,mph,20,35,ft,,0,
Manta (SeaWorld San Diego),"2,835 ft",43 mph,SeaWorld San Diego,Operating,2012,Steel Launched Family,Mack Rides,,30 ft,0,LSM,,4 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,1:56,1400 riders per hour,Between 3 and 4 Gs,,,54Â ft (16Â m),43 mph ,69 km/h,43,mph,43,30,ft,,0,3.5
Megafobia,"2,956 ft",48 mph,Oakwood Theme Park,Operating,1996,Wood,Custom Coasters International,,85 ft,0,,,,,1:40,,2.75,"John Wardley, Dennis McNulty, Larry Bill",55Â°,,48 mph ,77 km/h,48,mph,48,85,ft,,0,2.75
Mine Blower,"2,290 ft",48.5 mph,Fun Spot America - Kissimmee,Operating,2017,Wood,The Gravity Group,,83 ft,1,Chain lift hill,"$6,000,000 ",2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,65Â°,80.5Â ft (24.5Â m),48.5 mph ,78.1 km/h,48.5,mph,48.5,83,ft,,1,
Montana Suiza,"1,312.3 ft ",31 mph,Monte Igueldo Amusement Park,Operating,1928,Other,,,32 ft,0,Cable-lift,,,,1:30,,,Erich Heidrich,,,31 mph ,50 km/h,31,mph,31,32,ft,,0,
Muntanya Russa (Tibidabo Amusement Park),"2,427 ft",49.7 mph,Tibidabo Amusement Park,Operating,2008,Steel,Vekoma,,82 ft ,0,,,2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,0:50,1010 riders per hour,3.5,RCS GmbH,,101Â ft (31Â m),49.7 mph ,80.0 km/h,49.7,mph,49.7,82,ft,,0,3.5
Mystic Timbers,"3,265 ft",53 mph,Kings Island,Operating,2017,Wood,Great Coasters International,,109 ft,0,Chain lift hill,"$15,000,000 ",3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Rivertown,2:00,1200 riders per hour,,Skyline Design,,98Â ft (30Â m),53 mph ,85 km/h,53,mph,53,109,ft,,0,
New Mexico Rattler,"2,750 ft",47 mph,Cliff's Amusement Park,Operating,2002,Wood Steel,,,80 ft,,,"$2,000,000 ",Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:15,,,,52Â°,75Â ft (23Â m),47 mph ,76 km/h,47,mph,47,80,ft,,0,
Nickelodeon Streak,"2,293 ft",35 mph ,Blackpool Pleasure Beach,Operating,1933,Wood Out and back,,,61 ft ,0,Chain,,Single train with 3 cars. Riders are arranged 2 across in 4 rows for a total of 24 riders per train.,Nickelodeon Land,1:44,,3,Charles Paige,,,35 mph ,56 km/h,35,mph,35,61,ft,,0,3
Olympia Looping,"4,101 ft ",52 mph,Oktoberfest,Operating,1989,Steel,BHS,,110 ft,5,Drive tire lift hill,,5 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:45,,5.2,"Anton Schwarzkopf, Werner Stengel",52Â°,99Â ft (30Â m),52 mph ,84 km/h,52,mph,52,110,ft,,5,5.2
Outlaw (roller coaster),"2,800 ft",48 mph,Adventureland (Iowa),Operating,1993,Wood,Custom Coasters International,,67 ft ,0,Chain-lift,"US$2,000,000[1]",,Outlaw Gulch,2 minutes,,3.2[2],,,,48 mph ,77 km/h,48,mph,48,67,ft,,0,3.2
OzIris,"3,280 ft ",56 mph,Parc Astérix,Operating,2012,Steel Inverted,Bolliger & Mabillard,,131.2 ft,5,Chain lift hill,About $14 million for the ride and about $9.5 million for the Egyptian themed area,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Egypt,About 2:15,1600 riders per hour,,,,114.8Â ft (35.0Â m),56 mph ,90 km/h,56,mph,56,131.2,ft,,5,
Pegasus (Mt. Olympus Water and Theme Park),,40 mph ,Mt. Olympus Water & Theme Park,Operating,1996,Wood,Custom Coasters International,,60 ft ,,Chain Lift Hill,,,,,,,,50Â°,45Â ft (14Â m),40 mph ,64 km/h,40,mph,40,60,ft,,0,
Pepsi Orange Streak,"2,680 ft",40 mph ,Nickelodeon Universe,Operating,1992,Steel Indoor,Zierer,,60 ft ,0,Friction Wheels,,2 trains with 15 cars. Riders are arranged 2 across in a single row for a total of 30 riders per train.,,2:30,1000 riders per hour,,Werner Stengel,,40Â ft (12Â m),40 mph ,64 km/h,40,mph,40,60,ft,,0,
Phoenix (roller coaster),"3,200 ft",45 mph ,Knoebels Amusement Resort,Operating,1985,Wood,Philadelphia Toboggan Coasters,,78 ft,0,Chain lift hill,"$1,500,000 ",,,2:00,720 riders per hour,,"Herbert Paul Schmeck, 1947",,72Â ft (22Â m),45 mph ,72 km/h,45,mph,45,78,ft,,0,
Pippin (roller coaster),"3,250 ft ",55 mph,Kennywood,Operating,1968,Wood,,,70 ft,0,Chain lift hill,,3 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,1:41,,,Andy Vettel (1968)John A. Miller (1924),,90Â ft (27Â m),55 mph ,89 km/h,55,mph,55,70,ft,,0,
Powder Keg: A Blast into the Wilderness,"3,506 ft",64 mph,Silver Dollar City,Operating,2005,Steel,S&S Sansei Technologies,,98 ft ,0,"3 types Transfer Track, Compressed Air Launch, and Chain lift hill",,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,2:53,1000 riders per hour,3.9,Drew Schlie,76Â°,110Â ft (34Â m),64 mph ,103 km/h,64,mph,64,98,ft,,0,3.9
Predator (roller coaster),"3,400 ft ",50 mph,Six Flags Darien Lake,Operating,1990,Wood Out and back,Dinn Corporation,,95 ft ,0,,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:50,1300 riders per hour,,Curtis D. Summers,,,50 mph ,80 km/h,50,mph,50,95,ft,,0,
Racer 75,"3,368.5 ft",56 mph,Kings Dominion,Operating,1975,Wood Racing,Philadelphia Toboggan Coasters,,85 ft,0,Chain,,4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Candy Apple Grove,2:15,1200 riders per hour,4.2,John C. Allen,50Â°,81Â ft (24.7Â m),56 mph ,90.1 km/h,56,mph,56,85,ft,,0,4.2
Rampage (roller coaster),"3,500 ft",56 mph,Alabama Splash Adventure,Operating,1998,Wood,Custom Coasters International,,120 ft,,Chain lift hill,"$4,300,000 ",,,2:36,900 riders per hour,,"Larry Bill, Dennis McNulty",,102Â ft (31Â m),56 mph ,90 km/h,56,mph,56,120,ft,,0,
Ravine Flyer II,"2,900 ft",60 mph,Waldameer Park,Operating,2008,Wood,The Gravity Group,,85 ft,0,Chain,$6 million,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:30,,3.5,The Gravity Group,60Â°,120Â ft (37Â m),60 mph ,97 km/h,60,mph,60,85,ft,,0,3.5
Renegade (roller coaster),"3,113 ft ",51.3 mph ,Valleyfair,Operating,2007,Wood,Great Coasters International,,97.5 ft ,0,Chain lift hill,"$6,500,000 USD",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,2:00,850 riders per hour,3.9,,66Â°,91.4Â ft (27.9Â m),51.3 mph ,82.6 km/h,51.3,mph,51.3,97.5,ft,,0,3.9
Revenge of the Mummy,,40 mph ,Universal Studios Hollywood,Operating,2004,Steel Launched Enclosed,Premier Rides,,44.4 ft,0,Linear induction motors,,4 trains with 2 cars. Riders are arranged 4 across in 2 rows for a total of 16 riders per train.,,,,,Universal Creative,50Â°,,40 mph ,64 km/h,40,mph,40,44.4,ft,,0,
Revenge of the Mummy,,40 mph ,Universal Studios Orlando,Operating,2004,Steel Launched Enclosed,Premier Rides,,44.4 ft,0,Linear induction motors,,4 trains with 2 cars. Riders are arranged 4 across in 2 rows for a total of 16 riders per train.,,,,,Universal Creative,50Â°,,40 mph ,64 km/h,40,mph,40,44.4,ft,,0,
Revenge of the Mummy,,40 mph ,Universal Studios Singapore,Operating,2010,Steel Launched Enclosed,Premier Rides,,44.4 ft,0,Linear induction motors,,4 trains with 2 cars. Riders are arranged 4 across in 2 rows for a total of 16 riders per train.,,,,,Universal Creative,50Â°,,40 mph ,64 km/h,40,mph,40,44.4,ft,,0,
Ricochet (Carowinds),"1,214 ft",28 mph,Carowinds,Operating,2002,Steel Wild Mouse,Mack Rides,,45.9 ft ,0,Chain lift hill,,,Carolina Boardwalk,1:50,,,,,,28 mph ,45 km/h,28,mph,28,45.9,ft,,0,
Roar (roller coaster),"3,468 ft",50.5 mph,Six Flags America,Operating,1998,Wood,Great Coasters International,,95 ft ,0,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:52,,3.5,,50Â°,85Â ft (26Â m),50.5 mph ,81.3 km/h,50.5,mph,50.5,95,ft,,0,3.5
Roar-o-Saurus,"1,240 ft",33 mph,Story Land,Operating,2014,Wood,The Gravity Group,,40 ft,0,Chain Lift Hill,,6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,,38Â ft (12Â m),33 mph ,53 km/h,33,mph,33,40,ft,,0,
Roller Coaster (Great Yarmouth Pleasure Beach),"3,223.10 ft ",45 mph ,Great Yarmouth Pleasure Beach,Operating,1932,Wood,,,70 ft,0,Chain lift hill,,,,3:10,600 riders per hour,,Erich Heidrich,35Â°,51Â ft (16Â m),45 mph ,72 km/h,45,mph,45,70,ft,,0,
Rollo Coaster,900 ft,25 mph ,Idlewild and Soak Zone,Operating,1938,Wood,Philadelphia Toboggan Coasters,,27 ft,0,Chain lift,,,,1:15,,,Herbert Paul Schmeck,,25Â ft (7.6Â m),25 mph ,40 km/h,25,mph,25,27,ft,,0,
Salama (roller coaster),"1,377.11 ft",37.3 mph ,Linnamonaki,Operating,2008,Steel Spinning,Maurer AG,,55.9 ft,,,,,,,800 riders per hour,,,,,37.3 mph ,60.0 km/h,37.3,mph,37.3,55.9,ft,,0,
Sandy's Blasting Bronco,"1,607.6 ft",47.8 mph,Nickelodeon Universe,Operating,2020,Steel Launched Indoor,Intamin,,85.3 ft,4,Linear motor launch,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,1:40,,,,,,47.8 mph ,76.9 km/h,47.8,mph,47.8,85.3,ft,,4,
Santa Monica West Coaster,"1,300 ft",35 mph,Pacific Park,Operating,1996,Steel,D. H. Morgan Manufacturing,,55 ft,,Lift hill,,Single train with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,,,,,,,35 mph ,56 km/h,35,mph,35,55,ft,,0,
Screamin' Eagle,"3,872 ft ",62 mph,Six Flags St. Louis,Operating,1976,Wood,Philadelphia Toboggan Coasters,,110 ft,0,,"$3,000,000 (1976)",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Illinois,2:30,,,John C. Allen,,92Â ft (28Â m),62 mph ,100 km/h,62,mph,62,110,ft,,0,
Sea Dragon (roller coaster),"1,320 ft",25 mph,Rides At Adventure Cove,Operating,1956,Wood,Philadelphia Toboggan Coasters,,37 ft,0,Chain lift hill,,,,1:30,640 riders per hour,,John C. Allen,45Â°,,25 mph ,40 km/h,25,mph,25,37,ft,,0,
Shivering Timbers,"5,383 ft",57 mph,Michigan's Adventure,Operating,1998,Wood,Custom Coasters International,,122 ft,0,Chain lift hill,"$4,500,000 ",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:30,1200 riders per hour,3.8 g,,53.3Â°,,57 mph ,92 km/h,57,mph,57,122,ft,,0,3.8
Sky Rocket,"2,100 ft",50 mph,Kennywood,Operating,2010,Steel,Premier Rides,,95 ft ,3,LSM launch,,2 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,,1:05,,0.8,,90Â°,,50 mph ,80 km/h,50,mph,50,95,ft,,3,0.8
Skyliner (roller coaster),"2,400 ft",40 mph ,Lakemont Park,Operating,1987,Wood Family,Philadelphia Toboggan Coasters,,60 ft ,,,,Single train with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,,,,John C. Allen,52Â°,45Â ft (14Â m),40 mph ,64 km/h,40,mph,40,60,ft,,0,
Slinky Dog Dash,,40 mph ,Disney's Hollywood Studios - Disney World,Operating,2018,Steel Family Launched,Mack Rides,,50 ft ,0,,,"4 trains with five cars. Riders are arranged 2 across in 2 rows (except for the last car), for a total of 18 riders per train.",Toy Story Land,2 minutes,,,Walt Disney Imagineering,,,40 mph ,64 km/h,40,mph,40,50,ft,,0,
Space Mountain (Disneyland),"3,459 ft ",35 mph ,Disneyland,Operating,2005,Steel Enclosed,Arrow Development,,76 ft ,0,Chain Lift Hill,,12 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Tomorrowland,3:00 min,"2,057 (11 rockets) 1,741 (10 rockets) 1,440 (9 rockets) riders per hour",,WED Enterprises,,,35 mph ,56 km/h,35,mph,35,76,ft,,0,
Space Mountain: Mission 2,"3,281 ft ",44 mph ,Disneyland Park (Paris),Operating,2017,Steel Launched,Vekoma,,105 ft,3,Electric Winch Launch / Booster wheels (second lift),,5 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Discoveryland,2:15,2400 riders per hour,,Walt Disney ImagineeringWerner Stengel,,,44 mph ,71 km/h,44,mph,44,105,ft,,3,
Speed: No Limits,"1,970 ft",59 mph,Oakwood Theme Park,Operating,2006,Steel Euro-Fighter,Gerstlauer,,115 ft,2,Vertical chain lift,"Â£3,000,000",4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:30,800 riders per hour,4.5,Werner Stengel,97Â°,110Â ft (34Â m),59 mph ,95 km/h,59,mph,59,115,ft,,2,4.5
Spinning Dragons,"1,345 ft",31 mph,Worlds of Fun,Operating,2004,Steel Spinning,Gerstlauer,,54 ft ,0,Chain Lift,"$4,000,000 USD",,Orient,1 min 30sec,720 riders per hour,,,50Â°,50Â ft (15Â m),31 mph ,50 km/h,31,mph,31,54,ft,,0,
